img_url,name,price_list,shop_list
https://s.ek.ua/jpg/1644412.jpg,Sony A6600,"54500,61555,73050,73050,59999,65000","KT-group.ua,Smartmag.biz.ua,click24.biz,Click24.in.ua,Tv-project.com,Horoshiy.com.ua"
https://s.ek.ua/jpg/1612710.jpg,Canon PowerShot G5X Mark II,"49484,45607,58337,46962,45607,49484,55468","click24.biz,Click24.in.ua,Ok24.in.ua,Saren.com.ua,click24.biz,Click24.in.ua,Ok24.in.ua"
https://s.ek.ua/jpg/926516.jpg,Sony A99 II,"94220,89999,87999,89999","Kvshop.com.ua,Touch,Aligator.com.ua,SellPoint"
https://s.ek.ua/jpg/2167886.jpg,Sony HX99,"23958,23958,30062","click24.biz,Click24.in.ua,Ok24.in.ua"
https://s.ek.ua/jpg/1950883.jpg,Sony A1,"270000,340726,340726","KT-group.ua,click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/1447325.jpg,Ricoh GR III,"57151,57151,65572,57151,51619,51619,62994","click24.biz,Click24.in.ua,Ok24.in.ua,Click24.in.ua,Click24.in.ua,click24.biz,Ok24.in.ua"
https://s.ek.ua/jpg/2335848.jpg,Olympus OM-5,"56889,56889,56889,56889","click24.biz,Click24.in.ua,click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/1677527.jpg,Fujifilm X-Pro3,"110381,110381,98925,98925,104413","click24.biz,Click24.in.ua,click24.biz,Click24.in.ua,Click24.in.ua"
https://s.ek.ua/jpg/268610.jpg,Canon EOS 700D,21000,Horoshiy.com.ua
https://s.ek.ua/jpg/725955.jpg,Canon Digital IXUS 285 HS,"14505,14505,14505,14505","click24.biz,Click24.in.ua,click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/384833.jpg,Pentax 645Z,"274776,274776","click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/346646.jpg,Sony W810,"9888,14179,38243,12640","Click24.in.ua,Ok24.in.ua,Saren.com.ua,Ok24.in.ua"
https://s.ek.ua/jpg/179910.jpg,Canon EOS 5D Mark III,"93436,70400,159386","Click24.in.ua,Horoshiy.com.ua,Click24.in.ua"
https://s.ek.ua/jpg/125584.jpg,Canon EOS 60D,"25265,19000","Click24.in.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/2084272.jpg,Fujifilm GFX-50S II,171017,click24.biz
https://s.ek.ua/jpg/1523971.jpg,Fujifilm X-T30,"65427,65427,54973,54973,54973,81327","click24.biz,Click24.in.ua,Click24.in.ua,Click24.in.ua,click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/526758.jpg,Canon EOS 5DS,"57150,64948","Easymac.com.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/526537.jpg,Canon EOS 750D,"39596,25500,24500","Click24.in.ua,Horoshiy.com.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/324259.jpg,Sony A7r,"219847,219847","click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/96694.jpg,Olympus E-PL1,"8799,8799","click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/1019516.jpg,Canon PowerShot G9X Mark II,25000,Horoshiy.com.ua
https://s.ek.ua/jpg/727150.jpg,Canon EOS 550D,19000,Horoshiy.com.ua
https://s.ek.ua/jpg/651177.jpg,Sony A7s II,81884,Tv-project.com
https://s.ek.ua/jpg/599463.jpg,Sony A7r II,63500,Horoshiy.com.ua
https://s.ek.ua/jpg/729634.jpg,Nikon D750,69500,Horoshiy.com.ua
https://s.ek.ua/jpg/355777.jpg,Nikon Coolpix S9700,4315,Smartmag.biz.ua
https://s.ek.ua/jpg/259050.jpg,Nikon D7100,36000,Horoshiy.com.ua
https://s.ek.ua/jpg/45951.jpg,Canon EOS 5D,"133075,134550,125625,125899,125999,125999,132112","Kvshop.com.ua,Tviy-Dim.com,Enko.com.ua,Q-techno.com.ua,Brain.com.ua,ACDC.com.ua,Mta.ua"
https://s.ek.ua/jpg/1538648.jpg,Leica Q2,"307185,307185,313929","click24.biz,Click24.in.ua,Ok24.in.ua"
https://s.ek.ua/jpg/1284123.jpg,Panasonic DC-GH5S,"81327,81327,65178","click24.biz,Click24.in.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/1228897.jpg,Kodak AZ422,"10324,10324,15468,10846,10846","Click24.in.ua,click24.biz,Ok24.in.ua,Click24.in.ua,click24.biz"
https://s.ek.ua/jpg/244360.jpg,Panasonic DMC-XS1,"142877,92347,148815,173680,142877","click24.biz,Click24.in.ua,Ok24.in.ua,Ok24.in.ua,Click24.in.ua"
https://s.ek.ua/jpg/1906280.jpg,Leica Q2 Monochrom,"313240,313240","click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/1767541.jpg,Leica M10-P,"456117,456117","Click24.in.ua,click24.biz"
https://s.ek.ua/jpg/1510767.jpg,Olympus OM-D E-M1X,"65950,65950","click24.biz,Click24.in.ua"
https://s.ek.ua/jpg/1571580.jpg,Nikon Coolpix W150,20291,Ok24.in.ua
https://s.ek.ua/jpg/1516904.jpg,Panasonic DC-S1R,142746,Click24.in.ua
https://s.ek.ua/jpg/1396808.jpg,Sony RX100 VA,36300,Saren.com.ua
https://s.ek.ua/jpg/1362008.jpg,Panasonic DMC-FT7,21359,Panashop.com.ua
https://s.ek.ua/jpg/1244741.jpg,Panasonic DMC-TZ101,"25744,27399","Click24.in.ua,Click24.in.ua"
https://s.ek.ua/jpg/1219070.jpg,Canon EOS 5D Mark II,109999,Tv-project.com
